,episode_idx,round,topic,message,response,knowledge,gold
99,857,1,Heavy metal music,It actually started in the UK in the late 60's .,heavy metal lyrics are associated with aggression and machismo .,Heavy metal lyrics and performance styles are sometimes associated with aggression and machismo.,"Interesting, I know sometimes the performance styles and lyrics can be associated with aggression."
100,852,0,Unicorn,,have you ever seen a unicorn ? it is a legendary creature with a spiraling horn .,"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",unicorns are my favorite legendary creature! their pointed horns are sooo cute!
101,635,3,Pizza,"Oh, okay! Maybe I'll try all the toppings! Haha! Where did pizza originate?",the history of pizza goes back to ancient times .,"The history of pizza begins in antiquity, when various ancient cultures produced flatbreads with toppings.",Pizza has its origin in antiquity and later spread to various cultures
102,839,1,The Royal Ballet,"Makes sense, royal isnt used much around here haha.",it ' s one of the four largest ballet companies in the world .,"The largest of the four major ballet companies in Great Britain, the Royal Ballet was founded in 1931 by Dame Ninette de Valois, it became the resident ballet company of the Royal Opera House in 1946 and was granted a royal charter in 1956, becoming recognised as Britain's flagship ballet company.",i bet hahah the royal ballet was founded in 1931 so that explains the name
103,824,0,McDonald's,Do you like McDonalds? I used to love them until the past few years,i love mcdonalds ! it was founded in 1940 by richard and maurice mcdonald .,"McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.","I loved them way back when! They were founded in the 1940s in San Bernardino, California. I am not crazy about them anymore."
104,817,1,Brewery,"I see, I'm sure they have a lot of history to them",the history of brewing dates back to 2500 bc !,"The commercial brewing of beer has taken place since at least 2500 BC; in ancient Mesopotamia, brewers derived social sanction and divine protection from the goddess Ninkasi.","Actually, the first record of brewing beer for sale was way back in 2500 BC"
105,815,2,Headphones,Do you know how long headphones have been around?,i am not sure but i do know they were invented in the late 19th century .,"The first headphones were developed in the late 19th century for use by telephone operators, to keep their hands free.",Yes! They were invented in the 19th century for telephone operators.
106,814,3,McDonald's,"McDonalds was the food equivalent of Disneyland for me as a kid. The playground and toy, not to mention the jingle that I still know by heart.",the golden arches logo was first used in 1953 in phoenix arizona .,"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.","I loved the golden arches which were launched at at a location in Phoenix, Arizona! I also remember that jingle as i memorized it when I was a kid! lol"
107,811,1,Salsa (dance),It has become more soicalable then ever you see it every where now and I believe it was the Caribbean right.,salsa dance has origins in puerto rican bomba and mambo .,"The movements of salsa have origins in Puerto Rican bomba and plena, Cuban Son, cha-cha-cha, mambo and other dance forms.","Yes, haha. However the movements of salsa have origins in Puerto Rico, do you know which dances salsa takes it's movement from"
108,317,2,Airplane,"I don't like to fly, although I've been flying since I was a child.  I still don't care for it.  It scares me a bit.",that ' s true . the first airplane was invented in 1903 .,"The Wright brothers invented and flew the first airplane in 1903, recognized as ""the first sustained and controlled heavier-than-air powered flight"".",I would guess there has been some fear since The Wright brothers invented and flew the first airplane in 1903
109,792,1,Walmart,Wow walmart is old. Can you work a day shift as a walmart stocker or only a night shift?,"i am not sure , but i do know sam ' s club is also owned by walmart .",It also owns and operates Sam's Club retail warehouses.,"It is mainly night time, though I believe that you can do either/or at their other company called Sam's Club."
110,788,2,Game of Thrones,Cool where is the show set?,it is set in westeros and essos . it has three story arcs .,"Set on the fictional continents of Westeros and Essos, ""Game of Thrones"" has several plot lines and a large ensemble cast but centers on three primary story arcs.",well it is set on the fictional continents of westeros and essos
111,786,1,Pancake,"Me too! Ive been wanting to try some new pancake recipes ive been looking at, Do you know when they invented pancakes?",the earliest evidence of pancakes date back to prehistoric times .,Archaeological evidence suggests that pancakes were probably the earliest and most widespread cereal food eaten in prehistoric societies.,Thats the thing they are old. evidence suggest that pancakes were the most widespread cereal food eaten in prehistoric societies.
112,783,2,Crochet,"Yes, it is cool how you can make something with a single string of yarn.","the word crochet comes from the french word "" crochet "" which means small hook .","The name is derived from the French term ""crochet"", meaning 'small hook'.","The name itself comes from a French word that means "" small hook "". I always thought that was really neat."
113,781,0,Backstreet Boys,I like the music group the Backstreet Boys,me too ! they ' re an american vocal group formed in 1993 .,"The Backstreet Boys (often abbreviated as BSB) are an American vocal group, formed in Orlando, Florida in 1993.","Really?  I do not, but I do know they are from Orlando FL, formed in 1993"
114,779,1,Grey's Anatomy,"i think i have heard of that show, is that the one that they perform surgery on cats and dogs?","it focuses on the lives of surgical interns , residents , and physicians .","The fictional series focuses on the lives of surgical interns, residents, and attending physicians, as they develop into seasoned doctors while trying to maintain personal lives and relationships.","not exactly, it is a fictional series that focuses on the lives of surgical interns"
115,778,1,Carrot,"Oh cool! So which of those health components are what make them good for your eyesight, the carotenes?","i don ' t know much about them , but i do know that they have a lot of vitamin k and b6 .","The roots contain high quantities of alpha- and beta-carotene, and are a good source of vitamin K and vitamin B6, but the belief that eating carrots improves night vision is a myth put forward by the British in World War II to mislead the enemy about their military capabilities.","I'm glad you asked that, because it gives me the opportunity to tell you that it's actually a myth that carrots help your eyesight, started by the British in World War II !"
116,775,1,Game of Thrones,Actually I have not! It just never sparked my interest. I dont even know what it is about?,it ' s based on a song of ice and fire by george r . r . martin .,"It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".",it is an adaption of a song of ice and fire
117,767,3,Surfing,Really?  That is so cool!  Where does one go to find surfing competitions?,the waves suitable for surfing are primarily found in the ocean .,"Waves suitable for surfing are primarily found in the ocean, but can also be found in lakes or in rivers in the form of a standing wave or tidal bore.",Competitions are usually held in the ocean. You can find one near you if you live near the ocean.
118,766,1,Parrot,There was one parrot that I read about and he seemed so smart. I think it was named Alex.,there are 393 species of parrots in 92 genera .,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",That's a good name for a parrot. There are 393 species and they are also known as psittacines.
119,759,0,New York City,,"i live in new york , the most populous city in the united states .","The City of New York, often called New York City or simply New York, is the most populous city in the United States.",I would love to visit New York city someday. It's the most populous city in the US
120,758,0,Taylor Swift,,do you like taylor swift ? she is an american singer and songwriter .,"Taylor Alison Swift (born December 13, 1989) is an American singer-songwriter.","I love Taylor Swift, who was born in December of 1989 in America. Are you a fan?"
121,756,1,American Red Cross,when was it first established?,it was established back in 1881 by clara barton .,"ARC was established in Washington, D.C. on May 21, 1881, by Clara Barton.","It was established in Washington D.C. on May 21, 1881 by Clara Barton."
122,749,3,Association football,I didn't realize it's been around for so long. I know the World Cup happened recently and it was very exciting.,"i ' m not sure , but it is governed by the international federation of association football .","Association football is governed internationally by the International Federation of Association Football (FIFA; ), which organises World Cups for both men and women every four years.","Association football is governed internationally by the International Federation of Association Football (FIFA; ), which organises World Cups"
123,739,0,Steak,I really love steak to eat!  Do you?,i love steak ! it ' s a meat sliced across the muscle fibers .,"A steak () is a meat generally sliced across the muscle fibers, potentially including a bone.",I love steak It's a meat generally sliced across muscle fibers! Do you have a favorite type?
124,706,0,Overwatch (video game),,have you ever played overwatch ? it was released in may 2016,"It was released in May 2016 for Windows, PlayStation 4, and Xbox One.",I really enjoy playing over watch. I've been playing it since it's release back in May 2016. Have you ever played it?
125,704,1,Spider,"Some people get creeped out with spiders, but not me!. Im curious though, How long do spiders live for generally?","i ' m not sure , but there are over 45 , 700 species !",", at least 45,700 spider species, and 113 families have been recorded by taxonomists.","It varies with species of spiders. There are over 45,700 spider species."
126,627,3,Red Hot Chili Peppers,I love that song too! I don't really have a specific one. I just find they're great in their live shows. Do you know how many albums the produced?,"i ' m not sure , but they have sold over 80 million records worldwide .","Red Hot Chili Peppers are one of the best-selling bands of all time with over 80 million records sold worldwide, have been nominated for sixteen Grammy Awards, of which they have won six, and are the most successful band in alternative rock radio history, currently holding the records for most number-one singles (13), most cumulative weeks at number one (85) and most top-ten songs (25) on the ""Billboard"" Alternative Songs chart.","Not sure, but they have 13 number one singles and 25 top ten songs!"
127,607,3,Yoga,Tell me which you would recommend based on what you know,hatha yoga is one of the most commonly known types of yoga .,Among the most well-known types of yoga are Hatha yoga and Rāja yoga.,the most well-known types of yoga are Hatha yoga and Rāja yoga
128,567,1,Garfield,"Yes, i remember seeing that name. did you read those comics?",i ' m not sure but i do know that garfield was first published in 1978 .,"Published since 1978, it chronicles the life of the title character, the cat Garfield; Jon Arbuckle, his owner; and Jon's dog, Odie.","Not really but had a lot of it. It was Published since 1978,"
129,563,3,Vegetarianism,I feel like thats impossible due to our heavy reliance on those products. If we have alternatives that were affordable that would be a different thing but that is a tradeoff that I can't afford,i agree with you . there are so many types of processed foods that contain unfamiliar animal ingredients .,"Packaged and processed foods, such as cakes, cookies, candies, chocolate, yogurt, and marshmallows, often contain unfamiliar animal ingredients, so may be a special concern for vegetarians due to the likelihood of such additions.",Indeed. There are animal ingredients even in things like processed foods and candy
130,560,2,Iceland,Is it cold all year in Iceland? What season would be the best time to visit?,"i ' m not sure , but the summers have a tundra climate .","Its high latitude and marine influence keep summers chilly, with most of the archipelago having a tundra climate.","Because of Icelands high altitude, the summers can be a little chilly. It has a tundra climate so bring a jacket for sure."
131,552,1,Marketing,i have taken a marketing class in school once,marketing is often used to create and satisfy the customer .,"Marketing is used to create, keep and satisfy the customer.","with the principles of marketing, customer satisfaction is taken to heart and worked out accordingly"
132,533,0,Yoga,,"do you like yoga ? it is a group of physical , mental , and spiritual practices .","Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.","I am a yoga instructor! I teach a variety of physical, spiritual and mental practices."
133,525,3,Tattoo,"Yeah our culture changes so much, and I sort of get the whole business thing, because it is sort of a bad choice, and it shows a potential, not definite, lack of decision making","the word tattoo comes from the polynesian word "" tatau "" which means to write .","The word ""tattoo"", or ""tattow"" in the 18th century, is a loanword from the Polynesian word ""tatau"", meaning ""to write"".","I've heard tattooing is very old but the word ""tattoo"", or ""tattow"" did not come around until the 18th century. I wonder what they called them before that."
134,522,0,Veganism,Hi. Do you eat meat or are you a vegan?,"i am not a vegan , but i do know that veganism is the practice of abstaining from the use of animal products","Veganism is both the practice of abstaining from the use of animal products, particularly in diet, and an associated philosophy that rejects the commodity status of animals.",Oh I am a definite meat eater! I appreciate those who practice veganism and abstaining eating animals in their daily diets. How about you?
135,489,2,Purple,"That is very true. I think it also goes well with any skin tone, so purple clothes could work for anyone!",the color purple was worn by roman magistrates and the rulers of the byzantine empire .,"Purple was the color worn by Roman magistrates; it became the imperial color worn by the rulers of the Byzantine Empire and the Holy Roman Empire, and later by Roman Catholic bishops.",You are so right my friend. I like how it is so regal too eve Roman Magistrates wore it.
136,474,0,Jeopardy!,,have you ever watched jeopardy ? it ' s a quiz competition .,"The show features a quiz competition in which contestants are presented with general knowledge clues in the form of answers, and must phrase their responses in the form of questions.","One day my dream came true, I was on Jeopardy, the quiz competition show."
137,473,2,Golden Retriever,I think it's neat how their special coat helps them to stay cool in the summer and warm in the winter.,golden retrievers are the third most popular family dog in the united states .,"The breed's friendly, gentle temperament means it is unsuited to being a professional guard dog, but its temperament has also made it the third-most popular family dog breed (by registration) in the United States, the fifth-most popular in Brazil and Australia, and the eighth-most popular in the United Kingdom.",True.  They are so popular these days.  They are the third most popular family dog breed in the US because of their friendly nature.
138,473,3,Golden Retriever,"That's not a shock. It seems like there was a spike in popularity when the movie ""Air Bud"" came out.","i ' ve never heard of that , but i do know that it is often used as a disability assistance dog .",The Golden Retriever is popular as a disability assistance dog such as being a guide dog for the blind and a hearing dog for the deaf.,"You may well be right there.  Another great thing is that they are good for disability assistance dogs for the blind or deaf, due to their willingness to be trained and their good nature."
139,466,0,Algeria,The  People's Democratic Republic of Algeria is in Nigeria. I was wondering what kind of economy they have.,algeria is the 10th largest country in the world .,"With an area of , Algeria is the tenth-largest country in the world, and the largest in Africa since South Sudan became independent from Sudan in 2011.",Algeria is the 10th largest country in the world and the largest in AFrica.
140,465,1,Cat,They are good at that!  I have two cats as well.  Are yours indoor or outdoor?,they are called house cats when kept as indoor pets .,They are often called house cats when kept as indoor pets or simply cats when there is no need to distinguish them from other felids and felines.,"Mine are mostly outdoor, but sometimes they stay indoors when they're feeling lazy like regular house cats."
141,461,1,Chocolate,I love chocolate. It's really sweet.,"it is made in the form of a liquid , paste , or in a block .","It is made in the form of a liquid, paste, or in a block, or used as a flavoring ingredient in other foods.","Chocolate can be in the form of liquid, paste, or a block."
142,461,2,Chocolate,I've never heard of chocolate paste. What is it like?,cacao has been cultivated by many cultures for over three millennia .,Cacao has been cultivated by many cultures for at least three millennia in Mesoamerica.,Cacao is cultivate by many cultures for chocolatae.
143,459,2,Brewery,"Ohh cool, brewing is a really old thing after all so that makes sense.",it has been around since the 6th millennium bc .,"Brewing has taken place since around the 6th millennium BC, and archaeological evidence suggests that emerging civilizations including ancient Egypt and Mesopotamia brewed beer.",Brewing has taken place since the 6th millennium BC in ancient egypt and mesopotamia!
144,448,0,Radiohead,I'm a huge Radiohead fan. Do you like them?,"yes , they are an english rock band formed in 1985 .","Radiohead are an English rock band from Abingdon, Oxfordshire, formed in 1985.",Yes I like them. They're a great English rock band!
145,448,1,Radiohead,What is your favorite album of theirs? I love The Bends.,"i like their debut album "" pablo honey "" which was released in 1993 .","It became a worldwide hit after the release of their debut album, ""Pablo Honey"" (1993).",I've always liked Pablo Honey from 1993.
146,148,2,Tea,Ooh that sounds really good. I think people like coffee more though.,"i ' m not sure , but i do know it originated in southwest china .","Tea originated in Southwest China, where it was used as a medicinal drink.",Yes that is true. I didn't know that tea originated in Southwest China though.
147,414,0,Dance,"I love to dance,though I just simply move to the rythm",dance is a performing art form that involves selected sequences of movement,Dance is a performing art form consisting of purposefully selected sequences of human movement.,Dance is a performing art form consisting of purposefully selected sequences
148,414,1,Dance,"Are there categories of dance, just wondering !",dance is categorized by its choreography and repertoire of movements,"Dance can be categorized and described by its choreography, by its repertoire of movements, or by its historical period or place of origin.","Dance can be categorized and described by its choreography, by its repertoire of movements"
149,403,0,Michael Phelps,"Michael Phelps,the greatest swimmer ever",michael phelps is the most decorated olympian of all time .,"Michael Fred Phelps II (born June 30, 1985) is an American retired competitive swimmer and the most successful and most decorated Olympian of all time, with a total of 28 medals.","Oh yes, he is the  most decorated Olympian of all time, with a total of 28 medals."
