,episode_idx,round,topic,message,response,knowledge,gold
92,440,1,Parrot,That sounds cool! Are their a lot of different kinds of Parrots?,parrots are the most common type of bird . they are found all over the world .,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",There are about 393 different species of parrots
93,442,2,Orc,"They are interesting. And in each book or video game, the creator portrays them in many different ways.",i didn ' t know that . i know that tolkien has adapted orcs into other games like dungeons and dragons and warhammer .,"Tolkien's concept of orcs has subsequently been adapted and imported into other works of fantasy fiction as well as role-playing and strategy games (such as ""Dungeons & Dragons"", ""Warhammer"", and ""Warcraft""), broadening the recognition of the creatures in popular culture.","Yeah, it's interesting to see different adaptations of orcs. Especially in video games!"
94,452,1,Argentina,I did know that! What language do they speak there?,"i ' m not sure , but they share the bulk with chile and bolivia .","Sharing the bulk of the Southern Cone with its neighbor Chile to the west, the country is also bordered by Bolivia and Paraguay to the north, Brazil to the northeast, Uruguay and the South Atlantic Ocean to the east, and the Drake Passage to the south.","They speak Spanish. Also  it has the neighboring country  Chile to the west, the country is also bordered by Bolivia and Paraguay to the north"
95,452,2,Argentina,Since it is in South America the weather must be nice. What is the weather like?,"it is divided into two provinces , provincia and buenos aires .","It is subdivided into twenty-three provinces (, singular ""provincia"") and one autonomous city (""ciudad autónoma""), Buenos Aires, which is the federal capital of the nation () as decided by Congress.",It's amazing. The country has just 23 provinces and it's capital is Buenos Aires
96,519,1,Xbox,thats cool. what games do you like,i like the original xbox . it was first offered by atari jaguar .,That original device was the first video game console offered by an American company after the Atari Jaguar stopped sales in 1996.,I like a lot of RPG games. The original was the first console offered after the Atari dropped in sales
97,528,1,Creed (band),"Yes I love some of their songs, especially with arms wide open and one last breath","their third single , human clay , was released in april of 2000 .","It was released on April 24, 2000 as the third single from their second studio album, ""Human Clay"".","Yeah with arms wide open came out in 2000, off their album Human Clay. I think it is there most popular song, it centainly spawned a lot of internet memes."
98,542,0,Pit bull,Like pit bulls? I think they can be great dogs.,"yes , i love pit bulls . they are the most common breed of dogs .",Pit bull is the common name for a type of dog.,Pit bull are really awesome dogs
99,547,1,The Chronicles of Thomas Covenant,"you know, I have not heard of it. Is it a tv show or book?",it ' s a tv series based on the novels,The Chronicles of Thomas Covenant is a series of ten high fantasy novels written by American author Stephen R. Donaldson.,It is a book series written by Stephen R. Donaldson.
100,574,0,Gossip,,do you like gossip ? gossip is gossip about personal affairs .,"Gossip is idle talk or rumor, especially about the personal or private affairs of others; the act is also known as dishing or tattling.","Anything you tell me in secret , I tell others,so for your own good ,better don't tell me ! Gossip is idle talk or rumor, especially about the personal or private affairs of others"
101,578,2,Philip Larkin,That book sounds interesting.What else?,he wrote two novels called jill and a girl .,"His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).","After he wrote that book of poetry. He wrote two novels.  One was titled ""Jill"" in 1946 and the other ""A Girl in Winter"" in 1947"
102,603,3,Arnold Schwarzenegger,"I had an ex that aspired to be a weight lifter like him haha he wasn't any good. He won quite a few titles, didn't he?",yeah he did ! he won mr universe title seven times !,"He won the Mr. Universe title at age 20 and went on to win the Mr. Olympia contest seven times, remaining a prominent presence in bodybuilding and writing many books and articles on the sport.","Yeah, he won Mr Universe at age 20, and Mr Olympia 7 times. The guy is a beast."
103,611,3,Iceland,Did you know anything more about iceland?,well it is home to about 2 - 3 % of its population,Reykjavík and the surrounding areas in the southwest of the country are home to over two-thirds of the population.,well another thing about Reykjavík is that the surrounding areas in the southwest of the country are home to over two-thirds of the population.
104,624,2,Giant panda,Well that's where I'll have to go then! I do hope the Chinese government protects them. I believe they almost became extinct at one point.,i ' m not sure about that but i do know that they are reliant on vulnerable species !,The giant panda is a conservation reliant vulnerable species.,yeah giant pandas are reliant on conservation efforts for sure
105,631,1,Jimi Hendrix,Which ones?,"purple haze , purple haze and wind cry mary !","Within months, Hendrix had earned three UK top ten hits with the Jimi Hendrix Experience: ""Hey Joe"", ""Purple Haze"", and ""The Wind Cries Mary"".","Hey Joe, Purple Haze and The Wind cries Mary."
106,631,4,Jimi Hendrix,How long was his music career?,"i ' m not sure , but i do know that purple haze was his most popular hit .","Within months, Hendrix had earned three UK top ten hits with the Jimi Hendrix Experience: ""Hey Joe"", ""Purple Haze"", and ""The Wind Cries Mary"".",He died when he was 28 yrs old so around 15 years or so..
107,634,1,Science fiction,I love science fiction!  I am a huge Star Wars fan in particular!,star wars is one of my favorite movies . it was retitled in 1977,Star Wars (later retitled Star Wars: Episode IV – A New Hope) is a 1977 American epic space opera film written and directed by George Lucas.,"What? Is it star wars Episode IV- A New Hope? My husband is a junkie, so I have heard him talk on and on"
108,649,2,Paris,I had no idea Paris was that populated. Anything I shouldnt miss if I make out there?,"well , if you ' re interested in the history of the city , you might want to check out the museum of history , which is a museum about human occupation .","The oldest traces of human occupation in Paris, discovered in 2008 near the Rue Henri-Farman in the 15th arrondissement, are human bones and evidence of an encampment of hunter-gatherers dating from about 8000 BC, during the Mesolithic period.","Well, some of the oldest traces of the human occupation in the world were found near Rue Henri-Farman, around the 15th arrondissement--some human bones and encampments of hunter-gatherers from around 8000 BC/Mesolithic Period. You should maybe check that out!"
109,652,2,The Flintstones,I actually thought it was older. I remember that Fred Flintstone used to sell Malboros lol,that ' s funny . the first animated series was in 1966 .,"It was originally broadcast from September 30, 1960, to April 1, 1966, in a prime time schedule, the first such instance for an animated series.","The show first broadcasted from September 30, 1960 to April 1, 1966."
110,654,2,Game of Thrones,"I have no clue who that is. I know nothing about the different characters, and they make it sound like it's a lot to catch up on.","yes , it is a bit of a catch - up , but it is worth it . khal is a very powerful khal .","Drogo is a powerful ""khal"", or warlord, of the Dothraki people, a tribal nation of horse riders in the steppes beyond the Free Cities.",His character is a powerful warlord in a tribal nation.
111,667,2,Horse,"OK ,when was the earliest history?","i ' m not sure , but i do know that race horses have been around since the early 1800 ' s .",It is one of the most ancient of all sports and its basic premise – to identify which of two or more horses is the fastest over a set course or distance – has remained unchanged since the earliest times.,"I'm not sure what year it started, but it is one of the most ancient of all sports, at least at its basic premise."
112,675,2,One Direction,They are good looking although I love woman.,"i love women too . my favorite song is "" x factor . ""","The group signed with Simon Cowell's record label Syco Records after forming and finishing third in the seventh series of the British televised singing competition ""The X Factor"" in 2010.",They are on Simon Cowells record label Syco.
113,689,1,Las Vegas,"That is ironic, given its desert status.","i ' m not sure if it ' s a desert , but i do know that it ranks in the top 5 most visited places in the world .","Today, Las Vegas annually ranks as one of the world's most visited tourist destinations.","desert or not, it has grown to be one of the world's most visited tourist destinations (probably behind disneyworld)."
114,701,1,Shellfish,"yep, exoskeleton bearing aquatic invertabrates with cocktail sauce is great :)","i love shellfish , but most kinds aren ' t harvested","Although most kinds of shellfish are harvested from saltwater environments, some kinds are found in freshwater.",Most shellfish are harvested from salt water but a few are found in freshwater
115,703,1,Titanic (1997 film),"Yes! I remember going to the movies to see it, seems like not that long ago but it was over 20 years now!","yea i remember seeing it when it came out in 1997 , james cameron was inspired by shipwreck movies .",Cameron's inspiration for the film came from his fascination with shipwrecks; he felt a love story interspersed with the human loss would be essential to convey the emotional impact of the disaster.,Its interesting that if James Cameron didnt have such an interest in ship wrecks we might not have gotten this masterpiece.
116,706,1,Overwatch (video game),I have heard it but don't know much about it.  What is it like?,its a team based online first person shooter game . you play as tracer and genji .,Overwatch is a team-based multiplayer online first-person shooter video game developed and published by Blizzard Entertainment.,It's a team based multiplayer online first-person shooter video game.
117,706,2,Overwatch (video game),Oh okay so it is kind of like Call of Duty?,sort of . overwatch can be played either as a team of six or as a hero .,"""Overwatch"" assigns players into two teams of six, with each player selecting from a roster of over 20 characters, known in-game as ""heroes"", each with a unique style of play, whose roles are divided into four general categories: Offense, Defense, Tank, and Support.",Yes. The game assigns players into 2 teams of 6. Each person can select a different character that has their own unique style of play.
118,708,3,Rain,Fascinating!  Water can be quite dangerous though since it can obstruct vision when driving or doing other things.,"yes it can be very dangerous , especially for hydroelectric plants","It provides suitable conditions for many types of ecosystems, as well as water for hydroelectric power plants and crop irrigation.","It can be.  But without it, there would not be suitible enough conditions for a lot of ecoystems"
119,724,3,Ravioli,"Yeah, I don't think there is Italian food I don't like. Spaghetti, calzones, etc.",it is very popular in italy and copied from other countries,"It offers an abundance of taste, and is one of the most popular and copied in the world.",But it is somewhat good it offers an abundance taste and most popular food too
120,732,1,Computer repair technician,My focus was initially on home computers.  I've had to diversify and learn more about commercial systems and servers.,that makes sense . they were originally marketed to be affordable but now they are intended to be used for a single user .,"They were marketed to consumers as affordable and accessible computers that, for the first time, were intended for the use of a single nontechnical user.",I would think that home computers would be where its at money wise. Home computers are super affordable these days.
121,747,1,McDonald's,wow really? by who?,"i ' m not sure who it was founded by , but it was started by richard maurice mcdonald .","McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.","Richard and Maurice McDonald. Guess they named it after themselves haha! The first one was in San Bernardino, California."
122,760,1,Ketogenic diet,Are there things I should avoid eating?,you should avoid fats instead of carbs .,The diet forces the body to burn fats rather than carbohydrates.,The diet forces the body to turn fats rather than carbohydrates
123,766,3,Parrot,Yeah they are really easy to distinguish from other birds.,there are a lot of species that eat animals like carrion and lories .,"A few species sometimes eat animals and carrion, while the lories and lorikeets are specialised for feeding on floral nectar and soft fruits.",Most of them eat nuts and seeds but there are a few species that sometimes eat animals. I'd stay away from those!
124,776,3,Indie rock,Yes! They absolutely have a Queen vibe. I would honestly say they are one of the best groups right now!,i agree . i think their most popular song is jenny .,"Despite not being a single, ""Jenny Was a Friend of Mine"" is one of The Killers' most popular and critically acclaimed songs.",Jenny was a friend of mine is one of the greatest songs of all time- specifically from their live at royal albert hall.
125,785,3,Honda,"Well, not surprising, they are very dependable and lose their value slower than other comparable vehicles. I guess that's why they are more expensive too!",that makes sense . honda is also the 8th largest auto manufacturer in japan .,"Honda was the eighth largest automobile manufacturer in the world behind Toyota, Volkswagen Group, Hyundai Motor Group, General Motors, Ford, Nissan, and Fiat Chrysler Automobiles in 2015.",Oops I meant to say Honda is. And apparently Honda is eighth largest automobile manufacturer in the world. They are dependable for sure!
126,792,3,Walmart,That is a LOT. Does Walmart have stores in other countries besides America?,"yes , they do . they are headquartered in brazil , argentina , and brazil .","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.","All over the world! Most notably Canada, Argentina, Chile, and Brazil."
127,816,2,Robert De Niro,"Oddly enough I've never seen the Godfather 2, or 3.  I know it's a legendary series though.  I need to check them all out.","i ' m not sure if you ' ve ever seen the 1974 movie , the godfather , or the 2006 movie .","The game is based on the 1974 film ""The Godfather Part II"", and is a sequel to the 2006 game ""The Godfather"", which was based on the 1972 film of the same name.",They are iconic if nothing else - they even have a video game series based on the 1974 film
128,838,2,Dentist,That's interesting. What else went on in France in those days lol,"interestingly , the philippines called themselves dentists","Among the early Filipino to act as ""dental practitioners"" and ""curers of toothaches"" were barbers.",I don't know. I do know that Filipino barbers also performed dentistry
129,846,1,Small business,"That makes sense, are there any special regulations for small businesses?",not really . they range from 15 to 50 employees .,"Small businesses range from fifteen employees under the Australian ""Fair Work Act 2009"", fifty employees according to the definition used by the European Union, and fewer than five thousand employees, to qualify for many U.S. Small Business Administration programs.",The US classifies small buisness as any buisness with fewer than five thousand employees.
130,855,1,Deep South,Tell me more about the place you grew up,"well , back in the day , georgia was the first state to have a cotton plantation .",The history of Georgia in the United States of America spans pre-Columbian time to the present-day U.S. state of Georgia.,"I grew up in Georgia. Back in the pre columbian days, there were many native american and spanish groups living there."
131,856,1,Star,I love watching the stars too. I prefer stars to the sun really haha,well historically the stars have been grouped together to form proper names,"Historically, the most prominent stars were grouped into constellations and asterisms, the brightest of which gained proper names.",I like how so many have been grouped into constellations and given names
132,856,2,Star,Me too. I also like how you can name stars after people. And how you never know if you're looking at a star that has already died.,most stars are invisible but most are visible from earth,"Indeed, most are invisible from Earth even through the most powerful telescopes.",it is hard to believe most stars are invisible from earth even with the most powerful telescopes
133,887,3,Jess Greenberg,Yeah i would have to agree! Anything else i should know ?,"she did an interview with elvis presley , and she said that she was on a tour of st . john ' s garden at four years old .","In an interview she recounted her performance of Elvis Presley's ""Can't Help Falling in Love With You"" at age four while on a trip to St. Tropez to an audience at the Hotel Byblos.",I think she was born to be a performer. She wowed audiences in St. Tropez with a performance of Can't Help Falling in Love With You at age four! Can you believe that?!
134,913,3,A Song of Ice and Fire,Wow he is a hero,"yes , he is . he is writing a sixth novel called "" the winter ' s watch "" .","He is still writing the sixth novel, ""The Winds of Winter"".","Like the say, the main character always wins. So that will always be the hero . Also Martin  is still writing the sixth novel, ""The Winds of Winter""."
135,919,1,System of a Down,"Oh, I've never really listened to them. What's one of their songs?",their most famous song is called soad which is a heavy metal song,"System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",System of a Down is a heavy metal band with songs like Toxicity
136,920,1,Gone with the Wind (film),I have not seen it but I have always wanted to. It's a classic I hear about so much. What do you like about the movie?,i like that the main character is played by scarlett scarlett .,"The leading roles are played by Vivien Leigh (Scarlett), Clark Gable (Rhett), Leslie Howard (Ashley), and Olivia de Havilland (Melanie).",I guess the actors. Scarlet played by Vivien Leigh and Clark Gable who played Rhett Butler.
137,978,1,Divorce,"Divorce is roughest on the kids. I am glad that states have made it easier to get divorced, with many allowing ""no-fault"" dissolutions.","i ' m glad too . in the us , it ' s a lot harder to get a divorce than it is in other countries .","Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",The laws do seem to vary around the world but most countries do require the sanction of the courts to help resolve a lot of the issues that come up.
138,742,2,Cheese,"I've seen mozzarella cheese made before, and it is really cool to see how the coagulation takes place.",do you know that protein and fat form milk ?,"It comprises proteins and fat from milk, usually the milk of cows, buffalo, goats, or sheep.","It comprises proteins and fat from milk, usually the milk of cows,"
139,745,3,Electronic dance music,I didn't know it started in Europe!  Is it mostly sampling used to make EDM?,"yes , it is mostly sampling . it has also increased globally .","Subsequently, in the new millennium, the popularity of EDM increased globally, including the United States.",I'm not really sure about sampling. I know that EDM gained popularity in the new millennium. Popularity also increased globally during this time.
140,975,1,Reading (process),That's right. I was thinking of picking up the second mistborn book and finishing the series.,that is a good choice . the series is based on fantasy novels .,Mistborn is a series of epic fantasy novels written by American author Brandon Sanderson and published by Tor Books.,I haven't read Mistborn myself but heard they are fantasy novels written by Brandon Sanderson.
141,939,3,Big Brother (franchise),That's unexpected! So what language do they shoot the show in?,i am not sure but i do know that there are over 387 different languages on the show,", there have been 387 seasons of ""Big Brother"" in over 54 franchise countries and regions.",well it is taped in whatever language the country the show is being aired in.  as mentioned earlier it is in 54 different countries
142,941,4,Steak,"Well, what type of steak do you like best?  Sirloin?  T-bone?",i love t bone steak ! it ' s the most popular steak in the us !,The top sirloin is the most prized of these and is specifically marked for sale under that name.,I also love a good sirloin and I understand it is quite popular and prized among steaks.
143,834,4,Colorado,"No, I haven't. What are the states?","colorado is located in wyoming , nebraska , kansas , and new mexico .","Colorado is bordered by Wyoming to the north, Nebraska to the northeast, Kansas to the east, Oklahoma to the southeast, New Mexico to the south, Utah to the west, and touches Arizona to the southwest at the Four Corners.","Arizona, Utah, Colorado and New Mexico make the four corners."
144,852,1,Unicorn,really?  I don't know much about them? Are they the ones that look like horses but with a horn?,yes they are ! they are usually depicted as white horses with long hooves and horns .,"In European folklore, the unicorn is often depicted as a white horse-like or goat-like animal with a long horn and cloven hooves (sometimes a goat's beard).","oh yea baby. they're usually depicted as white horses, have a long horn and cloven hooves"
145,861,3,Coffee,I didn't realize so many countries produced coffee. I guess initially it was quite expensive. When did it become affordable here?,coffee is very acidic . it has stimulating effects on humans,Coffee is slightly acidic and has a stimulating effect on humans because of its caffeine content.,I am not sure what year.  Coffee has a stimulating effect on humans because of the amount of caffiene in it
146,793,1,The Beatles,"Yes, I wouldn't say I would be part of the Beatlemania, but I like quite a few of their songs.","i ' m not a big fan of their music , either . it started in 1963 when they broke up .","The phenomenon began in 1963 and continued past the group's break-up in 1970, despite the band ceasing public performances in 1966.",I find it interesting that people were such big fans of the Beatles that Beatlemania continued to apart of pop culture even after they stopped performing in 1966.
147,797,1,Internet access,Yes I do. I actually have WiFi.,that ' s great ! do you use msn or dial up ?,MSN Dial-up is an Internet service provider operated by Microsoft in the United States and formerly also in several other countries.,Yeah I do not think I could go back to the MSN Dial-up internet days.
148,167,1,Game of Thrones,Who is you favorite character? I like Tyrion the best.,i love tyrion too . it ' s an adaptation by george r r martin,"It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".","Its hard to say, I think George R.R. Martin did such a good job writing all of them in his Game of Thrones novels"
149,189,0,Grey's Anatomy,,have you ever read the title of the game of thrones ?,"The title is a play on ""Gray's Anatomy"", a classic human anatomy textbook first published in 1858 in London and written by Henry Gray.",Grey's Anatomy is a show based on a classic textbook of the same name
